foodId,locationId,establishmentId,stallId,genreId,foodName,Ratings,imageId
382,3,4,34,6,"Tempura (Shrimp, Vegetables, or Mixed)",1.83,
383,3,4,34,6,Teriyaki Chicken or Beef,3.93,
384,3,4,34,6,Gyoza (Pan-Fried Dumplings),0.87,
385,3,4,34,6,Yakitori (Grilled Skewered Chicken),0.01,
386,3,4,34,6,Udon Noodles (Hot or Cold),2.49,
387,3,4,34,6,"Donburi (Rice Bowl with Toppings like Teriyaki, Katsu, or Oyakodon)",3.28,
388,3,4,34,6,Okonomiyaki (Japanese Pancake),0.64,
389,3,4,34,6,Takoyaki (Octopus Balls),2.56,
390,3,4,34,6,Sashimi Platter,3.12,
391,3,4,34,6,Miso Soup,1.35,
392,3,4,34,6,Karaage (Japanese Fried Chicken),0.15,
393,3,4,35,1,Fried Kway Teow,0.61,
394,3,4,35,1,Hokkien Prawn Mee,1.18,
395,3,4,35,1,Oyster Omelette,2.69,
396,3,4,35,1,Mee Goreng,0.39,
397,3,4,35,1,Fried Noodles,3.09,
398,3,4,36,9,Pad Thai,3.99,
399,3,4,36,9,Green Curry,2.41,
400,3,4,36,9,Tom Yum Soup,4.56,
401,3,4,36,9,Mango Sticky Rice,0.53,
402,3,4,36,9,Papaya Salad,0.53,
403,3,4,36,9,Fried Rice,3.85,
404,3,4,36,9,Thai Satay,0.65,
405,3,4,37,5,Chicken Chop,3.45,
406,3,4,37,5,Fish and Chips,4.21,
407,3,4,37,5,Lamb Chop,2.10,
408,3,4,37,5,Pulled Pork Sandwich,2.89,
409,3,4,37,5,Baked Macaroni and Cheese,0.63,
410,3,4,37,5,Fries,4.39,
411,3,4,37,5,Mashed Potato,2.12,
412,3,4,37,5,Fried Chicken Wings,4.44,
413,3,4,38,1,Fish Soup,3.72,
414,3,4,38,1,Laksa,3.32,
415,3,4,38,1,Ban Mian,3.82,
416,3,4,38,1,Seafood Noodle,1.74,
417,3,4,38,1,Seafood Soup,2.13,
418,3,4,38,1,Bak Chor Mee,0.89,
419,3,4,38,1,Fish Porridge,4.49,
420,3,4,39,1,Hainanese Chicken Rice,4.43,
421,3,4,39,1,Roasted Chicken Rice,2.18,
422,3,4,39,1,Steamed Chicken Rice,2.44,
423,3,4,39,1,Chicken Rice Set,1.32,
424,3,4,39,1,Chicken Rice Porridge,4.71,
425,3,4,39,1,Chicken Satay,1.95,
426,3,4,39,1,Chicken Chop,3.24,
427,3,4,39,1,Chicken Cutlet Noodles,4.88,
428,3,4,39,1,Chicken Claypot Rice,0.48,
429,3,4,39,1,Chicken Katsu Curry Rice,2.28,
430,3,4,39,1,Chicken and Mushroom Noodles,4.70,
431,3,4,39,1,Chicken and Vegetable Stir-Fry,2.98,
432,3,4,40,13,Vegetable Biryani,0.82,
433,3,4,40,13,Tofu Stir-Fry,2.91,
434,3,4,40,13,Vegetarian Nasi Lemak,1.26,
435,3,4,40,13,Veggie Burger,3.01,
436,3,4,40,13,Vegetarian Laksa,1.47,
437,3,4,40,13,Mixed Vegetable Curry,2.73,
438,3,4,40,13,Vegetarian Mee Goreng,3.52,
439,3,4,40,13,Spinach and Mushroom Quiche,4.90,
440,3,4,40,13,Vegetable Spring Rolls,0.45,
441,3,4,40,13,Vegetarian Bee Hoon,1.44,
442,3,4,40,13,Veggie Wrap,0.13,
443,3,4,40,13,Mushroom Rendang,1.29,
444,3,4,40,13,Vegetarian Fried Rice,0.01,
445,3,4,40,13,Veggie Satay,3.38,
446,3,4,40,13,Mixed Vegetable Noodles,2.44,
447,3,4,41,3,Biryani,3.29,
448,3,4,41,3,Butter Chicken,1.44,
449,3,4,41,3,Tandoori Chicken,3.13,
450,3,4,41,3,Naan Bread,0.94,
451,3,4,41,3,Paneer Tikka,4.32,
452,3,4,41,3,Chole Bhature,4.54,
453,3,4,41,3,Dosa,0.16,
454,3,4,41,3,Samosa,2.98,
455,3,4,41,3,Masala Dosai,2.59,
456,3,4,41,3,Palak Paneer,1.78,
457,3,4,41,3,Aloo Gobi,2.76,
458,3,4,41,3,Malai Kofta,2.39,
459,3,4,41,3,Chicken Biryani,3.36,
460,3,4,41,3,Pani Puri,2.29,
461,3,4,41,3,Gulab Jamun,0.79,
462,3,4,42,10,Watermelon Juice,1.87,
463,3,4,42,10,Mango Juice,1.99,
464,3,4,42,10,Pineapple Juice,1.45,
465,3,4,42,10,Orange Juice,2.26,
466,3,4,42,10,Apple Juice,1.31,
467,3,4,42,10,Strawberry Juice,2.44,
468,3,4,42,10,Kiwi Juice,0.55,
469,3,4,42,10,Guava Juice,1.59,
470,3,4,42,10,Papaya Juice,3.41,
471,3,4,42,10,Banana Smoothie,3.71,
472,3,4,42,10,Passion Fruit Juice,2.82,
473,3,4,42,10,Grapefruit Juice,4.07,
474,3,4,42,10,Lime Juice,4.35,
475,3,4,42,10,Mixed Berry Juice,2.44,
476,3,4,42,10,Coconut Water,2.87,
477,3,4,43,10,Classic Milk Tea with Tapioca Pearls,0.01,
478,3,4,43,10,Fruit Tea with Aloe Vera,3.20,
479,3,4,43,10,Matcha Green Tea with Boba,4.56,
480,3,4,43,10,Brown Sugar Milk Tea with Tapioca Pearls,1.22,
481,3,4,43,10,Wintermelon Milk Tea,0.42,
482,3,4,43,10,Honeydew Milk Tea,0.46,
483,3,4,43,10,Jasmine Green Tea with Lychee Jelly,4.77,
484,3,4,43,10,Thai Milk Tea with Boba,3.60,
485,3,4,43,10,Strawberry Milk Tea,4.32,
486,3,4,43,10,Mango Smoothie with Tapioca Pearls,1.93,
487,3,4,43,10,Oolong Milk Tea with Grass Jelly,1.32,
488,3,4,43,10,Peach Green Tea with Aloe Vera,2.07,
489,3,4,43,10,Rose Milk Tea,1.05,
490,3,4,43,10,Taro Milk Tea with Tapioca Pearls,2.61,
491,3,4,43,10,Passion Fruit Tea with Boba,4.11,
492,3,4,44,1,Mala Hotpot (Pick Your Own Ingredient),2.25,
493,3,4,45,5,Pasta (Pick Your Own Ingredient),1.00,
494,4,5,46,1,Traditional Ban Mian,4.63,
495,4,5,46,1,Dry Ban Mian,4.42,
496,4,5,46,1,Tomato Ban Mian,0.15,
497,4,5,46,1,Spicy Ban Mian,3.88,
498,4,5,46,1,Sesame Ban Mian,4.18,
499,4,5,46,1,Seafood Ban Mian,4.60,
500,4,5,46,1,Vegetarian Ban Mian,4.32,
501,4,5,46,1,Mushroom Ban Mian,4.26,
502,4,5,47,6,Shoyu Ramen,2.93,
503,4,5,47,6,Miso Ramen,2.45,
504,4,5,47,6,Tonkotsu Ramen,3.51,
505,4,5,47,6,Shio Ramen,2.06,
506,4,5,47,6,Tsukemen,1.65,
507,4,5,47,6,Curry Ramen,3.28,
508,4,5,47,6,Spicy Ramen,1.86,
509,4,5,47,6,Vegetable Ramen,4.28,
510,4,5,47,6,Seafood Ramen,2.75,
511,4,5,47,6,Chicken Ramen,4.89,
512,4,5,48,3,utter Chicken Pizza,0.42,
513,4,5,48,3,Tikka Masala Burrito,0.98,
514,4,5,48,3,Samosa Chaat Tacos,4.05,
515,4,5,48,3,Tandoori Chicken Burger,1.83,
516,4,5,48,3,Paneer Tikka Quesadilla,2.49,
517,4,5,49,1,Traditional Seafood Pao Fan,2.58,
518,4,5,49,1,Spicy Seafood Pao Fan,4.08,
519,4,5,49,1,Omelette Seafood Pao Fan,4.73,
520,4,5,50,1,Mala Pot Chicken,1.03,
521,4,5,50,1,Mala Pot Pork,3.68,
522,4,5,50,1,Mala Pot Beef,1.57,
523,4,5,51,13,Veggie Burger,3.59,
524,4,5,51,13,Falafel Wrap,1.25,
525,4,5,51,13,Caprese Salad,1.15,
526,4,5,51,13,Vegetable Stir-Fry,2.12,
527,4,5,51,13,Margherita Pizza,1.34,
528,4,5,51,13,Veggie Sushi Roll,4.04,
529,4,5,51,13,Lentil Soup,2.21,
530,4,5,51,13,Veggie Fried Rice,1.97,
531,4,5,51,13,Stuffed Bell Peppers,0.99,
532,4,5,51,13,Veggie Spring Rolls,4.82,
533,4,5,51,13,Spinach and Mushroom Quiche,4.63,
534,4,5,52,1,"Mixed Veg Rice (Fixed Menu, Changes Everyday)",3.54,
535,4,5,53,1,Egg Fried RIce,3.17,
536,4,5,53,1,Chicken Cutlet Fried Rice,3.07,
537,4,5,53,1,Pork Cutlet Fried RIce,0.39,
538,4,5,53,1,Shrimp Fried Rice ,1.19,
539,4,5,53,1,Karaage Fried Rice,4.06,
540,4,5,54,6,Pork Curry Rice,3.58,
541,4,5,54,6,Omelette Curry RIce,3.29,
542,4,5,54,6,Chicken Curry Rice,0.13,
543,4,5,54,6,Vegetable Curry Rice,4.71,
544,4,5,54,6,Beef Curry Rice,4.09,
545,4,5,54,6,Fish Curry Rice,4.53,
546,4,5,54,6,Paneer Curry Rice,3.74,
547,4,5,54,6,Egg Curry Rice,4.52,
548,4,5,55,5,French Fries,2.06,
549,4,5,55,5,Chicken Karaage,0.10,
550,4,5,55,5,Takoyaki (Octopus Balls),1.48,
551,4,5,56,5,Pancakes,0.27,
552,4,5,56,5,Waffles,2.50,
553,4,5,56,5,Eggs Benedict,3.55,
554,4,5,56,5,Omelette,1.29,
555,4,5,56,5,French Toast,4.90,
556,4,5,56,5,Breakfast Burrito,2.28,
557,4,5,56,5,Bagel with Cream Cheese,4.51,
558,4,5,57,5,Ice Cream (Assorted Flavours),2.15,
559,4,5,57,5,Fish Skin (Assorted Flavours),4.10,
560,4,5,58,10,Teh Tarik,1.28,
561,4,5,58,10,Kopi O,0.01,
562,4,5,58,10,Milo Dinosaur,0.04,
563,4,5,58,10,Bandung,3.23,
564,4,5,58,10,Lime Juice,3.35,
565,4,5,58,10,Barley Water,2.42,
566,4,5,58,10,Chrysanthemum Tea,3.79,
567,4,5,58,10,Herbal Tea,0.27,
568,4,5,58,10,Iced Lemon Tea,3.80,
569,4,5,58,10,Fresh Coconut Water,2.63,
570,4,5,58,10,Watermelon Juice,0.25,
571,4,5,58,10,Honey Lemonade,2.73,
572,4,5,58,10,Ice Kachang,2.06,
573,4,5,58,10,Grass Jelly Drink,0.79,
574,4,5,58,10,Soursop Juice,2.85,
575,4,5,59,5,Chicken Chop,0.81,
576,4,5,59,5,Fish and Chips,1.69,
577,4,5,59,5,Grilled Ribeye Steak,2.66,
578,4,5,59,5,BBQ Ribs,4.62,
579,4,5,59,5,Beef Burger,4.11,
580,4,5,59,5,Chicken Caesar Salad,2.75,
581,4,5,59,5,Mushroom Soup,4.45,
582,5,6,60,2,Beef Rendang,0.10,
583,5,6,60,2,Chicken Curry,1.77,
584,5,6,60,2,Sambal Goreng (Stir-fried vegetables in spicy sauce),3.39,
585,5,6,60,2,Ayam Bakar (Grilled chicken),4.70,
586,5,6,60,2,Gulai Ikan (Fish curry),4.78,
587,5,6,60,2,Sayur Lodeh (Vegetable curry),1.89,
588,5,6,60,2,Sambal Sotong (Spicy squid),1.07,
589,5,6,60,2,Udang Balado (Spicy shrimp),1.57,
590,5,6,60,2,Sambal Telur (Spicy boiled eggs),1.86,
591,5,6,60,2,Sambal Udang Petai (Spicy shrimp with stink beans),1.47,
592,5,6,60,2,Perkedel Kentang (Potato fritters),3.77,
593,5,6,60,2,Tahu Goreng (Fried tofu),1.51,
594,5,6,60,2,Sambal Terong (Spicy eggplant),2.67,
595,5,6,60,2,Paru Goreng (Fried beef lungs),3.29,
596,5,6,60,2,Sambal Goreng Kentang (Spicy fried potatoes),0.13,
597,5,6,61,5,Grilled Chicken Breast,1.35,
598,5,6,61,5,Beef Steak,0.99,
599,5,6,61,5,BBQ Ribs,3.56,
600,5,6,61,5,Fish and Chips,4.36,
601,5,6,61,5,Chicken Parmesan,0.12,
602,5,6,61,5,Spaghetti Bolognese,0.99,
603,5,6,61,5,Caesar Salad,2.11,
604,5,6,61,5,Grilled Salmon,4.42,
605,5,6,61,5,Mushroom Risotto,0.29,
606,5,6,61,5,Cheeseburger,4.59,
607,5,6,61,5,Chicken Caesar Wrap,1.48,
608,5,6,61,5,Veggie Quesadilla,0.69,
609,5,6,62,13,Quinoa Salad,2.00,
610,5,6,62,13,Hummus and Pita Bread,3.55,
611,5,6,62,13,Veggie Wrap with Hummus and Fresh Veggies,2.29,
612,5,6,62,13,Veggie Pad Thai,2.22,
613,5,6,62,13,Vegetable Biryani,4.76,
614,5,6,62,13,Tofu Stir-Fry,4.49,
615,5,6,62,13,Lentil Burger,4.62,
616,5,6,62,13,Grilled Vegetable Skewers,2.30,
617,5,6,62,13,Veggie Lasagna,1.54,
618,5,6,62,13,Vegetarian Sushi Rolls (such as Avocado Roll or Cucumber Roll),1.71,
619,5,6,62,13,Chickpea Curry,0.37,
620,5,6,62,13,Veggie Chili,1.80,
621,5,6,62,13,Sweet Potato Fries,2.15,
622,5,6,62,13,Greek Salad with Feta Cheese (optional),0.39,
623,5,6,62,13,Falafel Plate with Tabouli and Tahini Sauce,0.77,
624,5,6,63,1,Mala Hotpot (Pick Your Own Ingredient),1.77,
625,5,6,64,3,Butter Chicken,3.55,
626,5,6,64,3,Chicken Biryani,2.69,
627,5,6,64,3,Paneer Tikka,4.58,
628,5,6,64,3,Dal Makhani,1.96,
629,5,6,64,3,Palak Paneer,4.24,
630,5,6,64,3,Chole Bhature,1.84,
631,5,6,64,3,Aloo Gobi,2.50,
632,5,6,64,3,Tandoori Chicken,1.46,
633,5,6,64,3,Vegetable Pulao,2.10,
634,5,6,64,3,Samosa,3.01,
635,5,6,64,3,Masala Dosa,3.02,
636,5,6,64,3,Chicken Tikka Masala,4.52,
637,5,6,65,1,Mixed Rice (Pick Your Own Dishes),3.20,
638,5,6,66,10,Iced Coffee,2.85,
639,5,6,66,10,Bubble Tea,1.67,
640,5,6,66,10,Fruit Smoothies,4.30,
641,5,6,66,10,Milkshakes,4.40,
642,5,6,66,10,Freshly Squeezed Juice,3.77,
643,5,6,66,10,Iced Tea,1.27,
644,5,6,66,10,Lemonade,2.08,
645,5,6,66,10,Hot Chocolate,1.87,
646,5,6,66,10,Soda,1.42,
647,5,6,66,5,Potato Chips,4.87,
648,5,6,66,5,Popcorn,1.18,
649,5,6,66,5,Pretzels,0.94,
650,5,6,66,5,Nachos with Cheese,1.05,
651,5,6,66,5,Candy Bars,1.20,
652,5,6,66,5,Cookies,4.69,
653,5,6,67,10,Freshly Squeezed Orange Juice,2.58,
654,5,6,67,10,Watermelon Juice,3.51,
655,5,6,67,10,Pineapple Juice,2.11,
656,5,6,67,10,Strawberry Smoothie,4.55,
657,5,6,67,10,Mango Lassi,0.73,
658,5,6,67,10,Mixed Berry Smoothie,1.16,
659,5,6,67,11,Fruit Salad,0.17,
660,5,6,67,11,Freshly Cut Watermelon Slices,2.90,
661,5,6,67,11,Apple Slices,4.24,
662,5,6,67,11,Grapes,4.08,
663,5,6,67,11,"Berries (such as Strawberries, Blueberries, and Raspberries)",3.31,
664,5,6,67,11,Kiwi Slices,0.50,
665,5,6,67,11,"Citrus Fruit Cups (Oranges, Grapefruits)",0.87,
666,5,6,67,10,Banana Smoothie,2.08,
667,5,6,67,10,Avocado Smoothie,3.43,
668,5,6,68,4,Fried Chicken Cutlet,3.64,
669,5,6,68,4,Beef Noodle Soup,2.06,
670,5,6,68,4,Stinky Tofu,2.61,
671,5,6,68,4,Scallion Pancake,2.11,
672,5,6,68,4,Gua Bao (Taiwanese Pork Belly Bun),1.05,
673,5,6,68,4,Oyster Omelette,0.03,
674,5,6,68,4,Xiao Long Bao (Soup Dumplings),4.59,
675,5,6,68,4,Pineapple Cake,3.99,
676,5,6,68,4,Taiwanese Sausage,1.47,
677,5,6,68,4,Fried Taro Balls,0.51,
678,5,6,68,4,Three Cup Chicken,2.54,
679,5,6,68,4,Mango Shaved Ice,2.44,
680,5,6,68,4,Braised Pork Rice (Lu Rou Fan),4.04,
681,5,6,69,6,Tonkotsu Ramen,3.41,
682,5,6,69,6,Miso Ramen,0.76,
683,5,6,69,6,Shoyu Ramen,0.52,
684,5,6,69,6,Spicy Ramen,0.70,
685,5,6,69,6,Vegetarian Ramen,3.85,
686,5,6,69,6,Chicken Noodle Soup,2.30,
687,5,6,69,6,Beef Pho,1.44,
688,5,6,69,6,Tom Yum Soup,0.10,
689,5,6,69,6,Udon Noodle Soup,3.62,
690,5,6,69,6,Soba Noodle Soup,3.05,
691,5,6,69,6,Seafood Ramen,3.89,
692,5,6,69,6,Curry Ramen,0.87,
693,5,6,69,6,Kimchi Ramen,1.93,
694,5,6,69,6,Dumpling Soup,4.20,
695,5,6,69,6,Wonton Noodle Soup,1.15,
696,5,6,70,1,Chow Mein,3.21,
697,5,6,70,1,Hokkien Mee,2.95,
698,5,6,70,1,Laksa,3.73,
699,5,6,70,1,Pho,2.67,
700,5,6,70,1,Soba Noodles,4.09,
701,5,6,70,1,Udon Noodles,1.62,
702,5,6,70,1,Dan Dan Noodles,4.95,
703,5,6,70,1,Ramen,1.54,
704,5,6,70,1,Spicy Sichuan Noodles,4.52,
705,5,6,70,1,Singapore Noodles,0.59,
706,5,6,70,1,Cold Sesame Noodles,3.01,
707,5,6,70,1,Garlic Noodles,2.23,
708,5,6,71,1,Hainanese Chicken Rice,0.78,
709,5,6,71,1,Roast Chicken Rice,1.42,
710,5,6,71,1,Steamed Chicken Rice,2.06,
711,5,6,71,1,BBQ Chicken Rice,3.26,
712,5,6,71,1,Soy Sauce Chicken Rice,0.54,
713,5,6,71,1,"Chicken Rice Set (with rice, chicken, and condiments)",3.27,
714,5,6,71,1,Chicken Rice Bowl,4.40,
715,5,6,71,1,Chicken Rice Soup,0.87,
716,5,6,71,1,Chicken Rice Wrap or Roll,1.18,
717,5,6,71,1,Chicken Rice Salad,3.78,
718,5,6,71,1,Chicken Rice Noodle Soup,3.79,
719,5,6,71,1,Chicken Rice Vermicelli,4.77,
720,5,6,71,1,Chicken Rice Porridge,0.71,
721,5,6,72,5,Grilled Chicken Breast with Roasted Vegetables,2.84,
722,5,6,72,5,"Caprese Salad with Fresh Mozzarella, Tomatoes",4.83,
723,5,6,72,5,Quinoa Salad with Mixed Greens,0.53,
724,5,6,72,5,Smoked Salmon with Dill Cream Cheese on Baguette,4.34,
725,5,6,72,5,Mediterranean Hummus Platter ,1.52,
726,5,6,72,5,Turkey and Swiss Cheese Sandwich ,1.03,
727,5,6,72,5,Spinach and Feta Stuffed Portobello Mushroom,2.26,
728,5,6,72,5,Ratatouille (Roasted Mixed Vegetables),1.36,
729,5,6,72,5,Roast Beef Wrap with Horseradish Mayo,0.24,
730,5,6,72,5,Greek Gyro with Tzatziki Sauce,0.99,
731,5,6,72,5,Bruschetta with Fresh Tomatoes ,3.52,
732,5,6,72,5,Shrimp and Avocado Salad ,1.90,
733,5,6,72,5,Egg Salad with Lettuce on Croissant,4.03,
734,6,7,73,13,Veggie Burger,0.75,
735,6,7,73,13,Margherita Pizza,2.80,
736,6,7,73,13,Vegetable Stir-Fry,4.92,
737,6,7,73,13,Caprese Salad,0.45,
738,6,7,73,13,Falafel Wrap,2.42,
739,6,7,73,13,Lentil Soup,1.80,
740,6,7,73,13,Veggie Pad Thai,0.24,
741,6,7,73,13,Veggie Curry,3.53,
742,6,7,73,13,Vegetable Fried Rice,3.37,
743,6,7,73,13,Spinach and Mushroom Quiche,2.42,
744,6,7,73,13,Veggie Tacos,3.68,
745,6,7,73,13,Greek Salad,1.80,
746,6,7,74,7,Kimchi,1.84,
747,6,7,74,7,Bibimbap,2.33,
748,6,7,74,7,Bulgogi,2.50,
749,6,7,74,7,Japchae,3.14,
750,6,7,74,7,Korean BBQ,4.62,
751,6,7,74,7,Tteokbokki,1.33,
752,6,7,74,7,Samgyeopsal (Grilled Pork Belly),0.71,
753,6,7,74,7,Jjajangmyeon,4.27,
754,6,7,74,7,Kimbap,4.19,
755,6,7,74,7,Sundubu-jjigae (Soft Tofu Stew),3.97,
756,6,7,74,7,Galbi (Grilled Short Ribs),2.00,
757,6,7,74,7,Mandu (Korean Dumplings),0.96,
758,6,7,74,7,Kimchi Fried Rice,3.45,
759,6,7,74,7,Dakgangjeong (Crispy Fried Chicken),0.11,
760,6,7,75,1,Roast Pork,4.35,
761,6,7,75,1,Steamed Fish,4.18,
762,6,7,75,1,Braised Tofu,1.96,
763,6,7,75,1,Stir-fried Vegetables,2.42,
764,6,7,75,1,Sweet and Sour Pork,4.47,
765,6,7,75,1,Curry Chicken,0.99,
766,6,7,75,1,Fried Egg Omelette,3.35,
767,6,7,75,1,Braised Pork Belly,0.03,
768,6,7,75,1,Sambal Kangkong (Water Spinach),3.81,
769,6,7,75,1,Assam Fish Curry,0.79,
770,6,7,75,1,Fried Sambal Fish,3.20,
771,6,7,75,1,Stir-fried Beef with Black Bean Sauce,3.70,
772,6,7,75,1,Mapo Tofu,1.64,
773,6,7,75,1,Fried Hokkien Mee,3.12,
774,6,7,76,3,Roti Prata with Curry,2.72,
775,6,7,76,3,Chicken Biryani,3.33,
776,6,7,76,3,Mutton Masala,1.44,
777,6,7,76,3,Butter Chicken,0.37,
778,6,7,76,3,Fish Head Curry,1.84,
779,6,7,76,3,Vegetable Samosas,3.71,
780,6,7,76,3,Masala Dosa,0.75,
781,6,7,76,3,Chicken Tikka,2.85,
782,6,7,76,3,Tandoori Naan,2.71,
783,6,7,77,1,Singapore Fried Noodles (Mee Goreng),3.70,
784,6,7,77,1,Char Kway Teow,0.05,
785,6,7,77,1,Hokkien Mee,1.19,
786,6,7,77,1,Fried Bee Hoon,2.64,
787,6,7,77,1,Seafood Noodles,0.34,
788,6,7,77,1,Chicken Noodles,1.40,
789,6,7,77,1,Vegetarian Noodles,4.12,
790,6,7,77,1,BBQ Pork Noodles,1.99,
791,6,7,77,1,Laksa Noodles,2.58,
792,6,7,77,1,Curry Noodles,2.90,
793,6,7,77,1,Wonton Noodles,2.88,
794,6,7,77,1,Beef Noodles,1.51,
795,6,7,77,1,Tom Yum Noodles,0.58,
796,6,7,78,6,Ramen,1.22,
797,6,7,78,6,Teriyaki Chicken,3.92,
798,6,7,78,6,Tempura,3.14,
799,6,7,78,6,Yakitori (Grilled Skewers),4.78,
800,6,7,78,6,Udon Noodles,0.72,
801,6,7,78,6,Donburi (Rice Bowl),3.77,
802,6,7,78,6,Gyoza (Dumplings),1.44,
803,6,7,78,6,Chirashi Bowl,3.23,
804,6,7,78,6,Miso Soup,1.94,
805,6,7,78,6,Okonomiyaki (Japanese Pancake),3.96,
806,6,7,78,6,Karaage (Japanese Fried Chicken),2.88,
807,6,7,78,6,Takoyaki (Octopus Balls),1.88,
808,6,7,79,1,Salted Egg Prawns,4.45,
809,6,7,79,1,Sweet and Sour Fish,0.64,
810,6,7,79,1,Sambal Kangkong (Water Spinach),2.80,
811,6,7,79,1,Cereal Prawns,0.69,
812,6,7,79,1,Claypot Tofu,0.36,
813,6,7,79,1,Stir-fried Beef with Broccoli,2.12,
814,6,7,79,1,Salted Egg Squid,2.89,
815,6,7,79,1,Cereal Chicken,2.96,
816,6,7,79,1,Hot Plate Tofu,0.01,
817,6,7,79,1,Fried Hokkien Mee,1.44,
818,6,7,79,1,Fried Rice,0.24,
819,6,7,79,1,Butter Pork Ribs,2.18,
820,6,7,79,1,Steamed Fish with Soy Sauce,4.59,
821,6,7,80,2,Nasi Lemak,2.98,
822,6,7,80,2,Mee Goreng,0.56,
823,6,7,80,2,Chicken Satay,3.11,
824,6,7,80,2,Roti Prata with Curry,1.72,
825,6,7,80,2,Ayam Penyet (Smashed Fried Chicken),3.31,
826,6,7,80,2,Murtabak,0.95,
827,6,7,80,2,Briyani Rice,4.17,
828,6,7,80,2,Mee Soto,3.25,
829,6,7,80,2,Beef Rendang,4.11,
830,6,7,80,2,Nasi Padang,4.31,
831,6,7,80,2,Roti John,2.21,
832,6,7,80,2,Beef Murtabak,3.83,
833,6,7,80,2,Roti Canai,0.68,
834,6,7,80,2,Nasi Ayam (Chicken Rice),1.55,
835,6,7,80,2,Nasi Briyani with Mutton,3.22,
836,6,7,81,1,Mala Hotpot (Pick Your Own Ingredient),4.97,
837,6,7,82,5,Grilled Chicken Chop,0.48,
838,6,7,82,5,Fish and Chips,1.77,
839,6,7,82,5,Beef Steak,1.58,
840,6,7,82,5,Spaghetti Bolognese,0.65,
841,6,7,82,5,Chicken Cutlet with Mushroom Sauce,0.69,
842,6,7,82,5,Grilled Salmon,2.35,
843,6,7,82,5,BBQ Ribs,4.96,
844,6,7,82,5,Cheeseburger,3.77,
845,6,7,82,5,Caesar Salad,2.59,
846,6,7,82,5,Mushroom Soup,3.57,
847,6,7,82,5,Grilled Prawns,0.89,
848,6,7,82,5,Roasted Pork Belly,0.82,
849,6,7,82,5,Grilled Vegetables,4.56,
850,6,7,82,5,Baked Macaroni and Cheese,3.18,
851,6,7,83,1,Hainanese Chicken Rice,2.61,
852,6,7,83,1,Roast Chicken Rice,1.81,
853,6,7,83,1,Steamed Chicken Rice,2.70,
854,6,7,83,1,"Chicken Rice Set (with rice, chicken, and condiments)",3.04,
855,6,7,83,1,Chicken Rice Bowl,1.84,
856,6,7,83,1,Chicken Rice Soup,3.14,
857,6,7,83,1,Chicken Rice Wrap or Roll,4.45,
858,6,7,83,1,Chicken Rice Salad,3.64,
859,6,7,83,1,Chicken Rice Noodle Soup,3.47,
860,6,7,83,1,Chicken Rice Vermicelli,2.01,
861,6,7,83,1,Chicken Rice Porridge,2.84,
862,6,7,84,10,Lime Juice,2.43,
863,6,7,84,10,Barley Water,3.24,
864,6,7,84,10,Chrysanthemum Tea,2.61,
865,6,7,84,10,Soursop Juice,2.12,
866,6,7,84,10,Watermelon Juice,2.93,
867,6,7,84,10,Ice Lemon Tea,0.10,
868,6,7,84,10,Grass Jelly Drink,0.03,
869,6,7,84,10,Soya Bean Milk,2.91,
870,6,7,84,10,Mango Smoothie,1.15,
871,6,7,84,10,Fresh Coconut Water,4.75,
872,6,7,84,10,Milo,1.94,
873,6,7,84,10,Teh,2.15,
874,6,7,84,10,Coffee,0.01,
875,6,7,85,2,Ayam Penyet (Smashed Fried Chicken),2.42,
876,6,7,85,2,Nasi Ayam Penyet (Chicken Rice Set with Smashed Fried Chicken),4.07,
877,6,7,85,2,Ayam Penyet Burger,3.50,
878,6,7,85,2,Ayam Penyet Wrap or Roll,2.42,
879,6,7,85,2,Ayam Penyet Salad,2.07,
880,6,7,85,2,Ayam Penyet Rice Bowl,2.34,
881,6,7,86,10,HK Milk Tea,4.97,
882,6,7,86,10,Milo,1.48,
883,6,7,86,10,Lime Juice,3.44,
884,6,7,86,10,Bandung,1.11,
885,6,7,86,10,Teh,2.87,
886,6,7,86,10,Coffee,2.95,
887,6,7,86,10,Plain Water,2.79,
888,6,7,87,5,Pasta (Pick Your Own Ingredient),2.78,
889,6,7,88,4,Braised Pork Rice (Lu Rou Fan),2.42,
890,6,7,88,4,Oyster Omelette (Orh Luak),4.70,
891,6,7,88,4,Fried Chicken Cutlet,4.02,
892,6,7,88,4,Beef Noodle Soup,1.93,
893,6,7,88,4,Fried Oyster Mee Sua,1.61,
894,6,7,88,4,Bubble Tea,4.15,
895,6,7,88,4,Taiwanese Sausage (Xiang Chang),1.68,
896,6,7,88,4,Fried Dumplings (Guan Bao),4.46,
897,6,7,88,4,Hot and Sour Soup (Suan La Tang),3.13,
898,6,7,88,4,Stinky Tofu (Chou Doufu),3.62,
899,6,7,88,4,Scallion Pancake (Cong You Bing),4.13,
900,6,7,88,4,Pork Belly Bun (Gua Bao),1.60,
901,6,7,88,4,Taiwan Fried Rice,4.46,
902,6,7,88,4,Milkfish Porridge (Mu Yu Zhou),2.25,
